,NO_IES,SG_IES,NO_MANTENEDORA,TP_CAT_ADM_NAME,TP_ORG_ACAD_NAME,NU_ANO_CENSO,QT_CARGA_HORARIA_TOTAL,QT_VAGA_TOTAL,QT_INSCRITO_TOTAL,TOTAL_ALUNOS,ALUNOS_TRANSF,CO_LOCAL_OFERTA,UF,MUNICIPIO,IN_CAPITAL,NO_CURSO,IN_GRATUITO,DT_INICIO_FUNCIONAMENTO,DT_AUTORIZACAO_CURSO,IN_OFERECE_DISC_SEMI_PRES,NU_PERC_CARGA_SEMI_PRES,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,IN_MOBILIDADE_ACADEMICA,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,QT_INSC_VAGA_NOVA_INTEGRAL,QT_INSC_VAGA_REMAN_INTEGRAL,QT_INSC_PROG_ESP_INTEGRAL,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_REMAN_INTEGRAL,QT_VAGAS_PROG_ESP_INTEGRAL,QT_INGRESSO_TOTAL,QT_INGRESSO_VAGA_NOVA,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL,CO_MANTENEDORA,CO_IES,CO_CURSO,CO_UF,CO_MUNICIPIO
176,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Universidade,2018,7400,100,10469,709,0,1005565.0,Santa Catarina,Florianópolis,1.0,MEDICINA,1,01/03/1963,,0.0,,607,84,0,0,0.0,1,0,4,4,9,0,0.0,286,52.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,22.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,2.0,709,126,101,10469.0,0.0,0.0,100.0,0.0,0.0,101,99,709,126,15593,585,14234,42.0,4205407.0
177,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,Universidade,2018,7200,60,6905,61,0,1063003.0,Santa Catarina,Araranguá,0.0,MEDICINA,1,30/07/2018,,0.0,,60,0,0,0,0.0,0,0,0,1,0,0,0.0,31,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,61,6905.0,0.0,0.0,60.0,0.0,0.0,62,61,61,0,15593,585,5001427,42.0,4201406.0
178,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,Universidade,2018,8840,91,6150,345,5,146180.0,Rio de Janeiro,Macaé,0.0,MEDICINA,1,03/08/2009,,0.0,,271,0,0,0,0.0,73,0,1,0,0,0,0.0,141,77.0,0.0,141.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,10.0,6.0,0.0,0.0,10.0,6.0,0.0,345,20,81,4833.0,1317.0,0.0,60.0,31.0,0.0,91,60,345,20,15536,586,121850,33.0,3302403.0
179,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,Pública Federal,Universidade,2018,8985,102,2950,581,0,1002363.0,Minas Gerais,Uberaba,0.0,MEDICINA,1,24/03/1954,,0.0,,115,415,0,0,0.0,34,1,2,7,7,0,0.0,203,113.0,3.0,203.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,11.0,16.0,97.0,53.0,11.0,16.0,25.0,41.0,0.0,581,79,104,2305.0,645.0,0.0,95.0,7.0,0.0,107,95,581,79,15446,597,14615,31.0,3170107.0
180,UNIVERSIDADE DE UBERABA,UNIUBE,SOCIEDADE EDUCACIONAL UBERABENSE,Privada sem fins lucrativos,Universidade,2018,8030,193,2933,883,0,657746.0,Minas Gerais,Uberaba,0.0,MEDICINA,0,01/02/2000,,1.0,1.97,614,89,65,34,0.0,80,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,330.0,189.0,0.0,0.0,6.0,0.0,0.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,53,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,883,146,147,2914.0,19.0,0.0,136.0,57.0,0.0,150,131,883,146,103,143,20360,31.0,3170107.0
181,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pública Estadual,Universidade,2018,8134,41,4125,248,1,550.0,Paraná,Cascavel,0.0,MEDICINA,1,25/11/1997,,0.0,,145,93,0,2,0.0,5,0,3,0,0,0,0.0,115,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,41.0,126.0,82.0,8.0,0.0,0.0,9.0,0.0,1.0,248,37,42,4124.0,1.0,0.0,40.0,1.0,0.0,42,39,248,37,37,609,14725,41.0,4104808.0
182,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,FUNDACAO ASSIS GURGACZ,Privada sem fins lucrativos,Centro Universitário,2018,8000,201,201,853,0,658414.0,Paraná,Cascavel,0.0,MEDICINA,0,03/03/2008,,0.0,,648,110,0,0,0.0,95,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,515.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,100,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853,42,201,162.0,39.0,0.0,162.0,39.0,0.0,201,162,853,42,893,1336,108882,41.0,4104808.0
183,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pública Estadual,Universidade,2018,7694,43,3821,244,0,552.0,Paraná,Francisco Beltrão,0.0,MEDICINA,1,18/02/2013,,0.0,,134,88,0,2,0.0,17,0,1,0,2,0,0.0,110,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,8.0,163.0,45.0,15.0,0.0,0.0,12.0,9.0,0.0,244,36,45,3742.0,79.0,0.0,40.0,3.0,0.0,45,42,244,36,37,609,1214209,41.0,4108403.0
184,UNIVERSIDADE DE TAUBATÉ,UNITAU,UNIVERSIDADE DE TAUBATE,Pública Municipal,Universidade,2018,9131,124,1813,701,0,2534.0,São Paulo,Taubaté,0.0,MEDICINA,0,30/01/1967,,0.0,,636,0,0,12,0.0,53,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,254.0,215.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,701,79,122,1809.0,4.0,0.0,120.0,4.0,0.0,124,120,701,79,437,665,15343,35.0,3554102.0
185,UNIVERSIDADE SÃO FRANCISCO,USF,CASA DE NOSSA SENHORA DA PAZ ACAO SOCIAL FRANCISCANA,Privada sem fins lucrativos,Universidade,2018,8584,96,5042,758,0,658022.0,São Paulo,Bragança Paulista,0.0,MEDICINA,0,31/01/1972,,0.0,,654,349,0,0,0.0,17,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,420.0,268.0,0.0,0.0,1.0,50.0,0.0,80.0,0.0,0.0,1.0,22.0,0.0,0.0,371,0.0,341.0,68.0,32.0,0.0,0.0,0.0,6.0,0.0,758,120,94,5042.0,0.0,0.0,96.0,0.0,0.0,95,95,758,120,442,670,15475,35.0,3507605.0
186,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,Universidade,2018,7922,87,6508,439,0,638.0,Mato Grosso do Sul,Campo Grande,1.0,MEDICINA,1,10/03/1968,,0.0,,23,366,0,0,0.0,38,0,3,3,6,0,0.0,145,66.0,5.0,145.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,439,69,82,6383.0,125.0,0.0,80.0,7.0,0.0,88,79,439,69,462,694,15839,50.0,5002704.0
187,UNIVERSIDADE ANHANGUERA,UNIDERP,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada com fins lucrativos,Universidade,2018,7920,152,594,667,0,706710.0,Mato Grosso do Sul,Campo Grande,1.0,MEDICINA,0,07/02/2000,,0.0,,520,94,0,7,0.0,46,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,572.0,433.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,445.0,369.0,0.0,17,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,667,68,116,576.0,18.0,0.0,147.0,5.0,0.0,139,134,667,68,16452,671,39415,50.0,5002704.0
188,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL,Pública Estadual,Universidade,2018,9544,68,1959,172,0,1075691.0,Mato Grosso do Sul,Campo Grande,1.0,MEDICINA,1,27/01/2015,,0.0,,0,131,0,0,0.0,41,0,0,0,0,0,0.0,46,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,27.0,0.0,24.0,0.0,27.0,0.0,24.0,0.0,172,0,49,1891.0,68.0,0.0,48.0,20.0,0.0,49,29,172,0,729,1028,1313341,50.0,5002704.0
189,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,Universidade,2018,7307,9,122,223,0,631.0,Mato Grosso do Sul,Três Lagoas,0.0,MEDICINA,1,03/07/2014,,0.0,,0,173,0,0,0.0,45,0,1,2,2,0,0.0,79,32.0,3.0,79.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,223,0,8,0.0,122.0,0.0,0.0,9.0,0.0,9,0,223,0,462,694,1264844,50.0,5008305.0
190,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,Pública Federal,Universidade,2018,8462,82,4731,444,0,1033528.0,Roraima,Boa Vista,1.0,MEDICINA,1,01/03/1994,,0.0,,328,74,0,0,0.0,3,16,10,3,10,0,0.0,42,28.0,2.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,8.0,0.0,21.0,0.0,8.0,0.0,16.0,0.0,444,34,83,4518.0,0.0,213.0,80.0,0.0,2.0,86,79,444,34,541,789,16904,14.0,1400100.0
191,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,UNIVERSIDADE ESTADUAL DE RORAIMA,Pública Estadual,Universidade,2018,8670,30,2742,28,0,660012.0,Roraima,Boa Vista,1.0,MEDICINA,1,,,0.0,,28,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,28,2742.0,0.0,0.0,30.0,0.0,0.0,28,28,28,0,15705,5077,1457006,14.0,1400100.0
192,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,Privada com fins lucrativos,Universidade,2018,8299,220,799,85,1,1054146.0,Rio de Janeiro,Angra dos Reis,0.0,MEDICINA,0,04/09/2017,,1.0,20.0,72,0,0,0,0.0,13,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0,51,784.0,15.0,0.0,55.0,165.0,0.0,53,40,85,0,119,163,1399482,33.0,3300100.0
193,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,COMPANHIA NILZA CORDEIRO HERDY DE EDUCACAO E CULTURA,Privada com fins lucrativos,Universidade,2018,8820,209,908,810,4,657921.0,Rio de Janeiro,Duque de Caxias,0.0,MEDICINA,0,22/04/1997,,1.0,20.0,677,60,0,0,0.0,73,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,526,507.0,0.0,69.0,4.0,74.0,0.0,0.0,0.0,0.0,810,113,191,897.0,11.0,0.0,198.0,11.0,0.0,208,197,810,113,326,472,18605,33.0,3301702.0
194,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,Privada sem fins lucrativos,Universidade,2018,8250,85,1643,485,0,657725.0,Santa Catarina,Itajaí,0.0,MEDICINA,0,21/03/1998,,0.0,,397,44,0,0,0.0,43,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,362.0,114.0,0.0,0.0,84.0,2.0,0.0,44.0,0.0,56.0,3.0,249.0,2.0,0.0,119,0.0,52.0,63.0,9.0,0.0,52.0,0.0,9.0,0.0,485,75,81,1632.0,11.0,0.0,74.0,11.0,0.0,85,74,485,75,67,83,19434,42.0,4208203.0
195,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE,Privada sem fins lucrativos,Universidade,2018,7560,206,1894,513,0,657723.0,Santa Catarina,Joinville,0.0,MEDICINA,0,01/03/1999,,0.0,,407,86,0,15,0.0,5,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,225.0,112.0,0.0,0.0,0.0,15.0,0.0,60.0,13.0,14.0,0.0,31.0,0.0,0.0,45,0.0,31.0,4.0,14.0,0.0,1.0,0.0,10.0,0.0,513,46,93,1594.0,300.0,0.0,96.0,110.0,0.0,98,98,513,46,65,81,20058,42.0,4209102.0
196,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL,Privada sem fins lucrativos,Universidade,2018,8550,130,1229,645,0,1044591.0,Santa Catarina,Tubarão,0.0,MEDICINA,0,22/02/1999,,1.0,20.0,547,67,0,0,0.0,31,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,396.0,222.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,53.0,0.0,185.0,0.0,0.0,154,2.0,78.0,55.0,46.0,2.0,41.0,43.0,46.0,0.0,645,90,127,1211.0,18.0,0.0,112.0,18.0,0.0,128,110,645,90,340,494,20249,42.0,4218707.0
197,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL,Privada sem fins lucrativos,Universidade,2018,8550,154,1739,594,0,344.0,Santa Catarina,Palhoça,0.0,MEDICINA,0,02/03/2006,,1.0,20.0,499,65,0,0,0.0,29,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,261.0,144.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,32.0,0.0,113.0,0.0,0.0,381,3.0,359.0,27.0,41.0,3.0,35.0,19.0,40.0,0.0,594,77,152,1739.0,0.0,0.0,154.0,0.0,0.0,156,156,594,77,340,494,97679,42.0,4211900.0
198,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Pública Federal,Universidade,2018,8766,80,9439,456,0,25872.0,Mato Grosso do Sul,Dourados,0.0,MEDICINA,1,08/05/2000,,0.0,,241,192,0,0,0.0,14,0,0,2,7,0,0.0,202,116.0,5.0,202.0,104.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,1.0,49.0,4.0,0.0,1.0,3.0,3.0,0.0,456,49,81,9439.0,0.0,0.0,80.0,0.0,0.0,82,79,456,49,15585,4504,21542,50.0,5003702.0
199,FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE,ESTÁCIO FMJ,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",Privada com fins lucrativos,Faculdade,2018,9122,770,2035,713,0,658571.0,Ceará,Juazeiro do Norte,0.0,MEDICINA,0,25/10/2000,,0.0,,585,0,0,0,0.0,128,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,475.0,401.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,26.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713,107,102,1973.0,62.0,0.0,100.0,670.0,0.0,110,101,713,107,545,1547,37304,23.0,2307304.0
200,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,FUNDACAO EDUCACIONAL DE CRICIUMA,Privada sem fins lucrativos,Universidade,2018,7650,134,1731,691,0,657927.0,Santa Catarina,Criciúma,0.0,MEDICINA,0,14/08/2000,,1.0,0.78,558,63,0,0,0.0,70,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,430.0,241.0,0.0,0.0,8.0,75.0,0.0,53.0,0.0,30.0,37.0,24.0,1.0,0.0,53,0.0,7.0,45.0,5.0,0.0,7.0,45.0,5.0,0.0,691,104,130,1710.0,21.0,0.0,112.0,22.0,0.0,133,112,691,104,332,482,38071,42.0,4204608.0
201,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pública Estadual,Universidade,2018,9300,47,2855,202,0,688375.0,Bahia,Ilhéus,0.0,MEDICINA,1,29/06/2001,,0.0,,4,171,0,0,0.0,25,0,0,2,0,0,0.0,67,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,202,39,35,2685.0,170.0,0.0,42.0,5.0,0.0,47,42,202,39,24,24,49910,29.0,2913606.0
202,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,FUNDACAO EDUCACIONAL DE CARATINGA FUNEC,Privada sem fins lucrativos,Centro Universitário,2018,7278,75,1396,324,0,626.0,Minas Gerais,Caratinga,0.0,MEDICINA,0,03/03/2002,,0.0,,186,44,0,0,0.0,84,0,0,10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,189.0,79.0,0.0,0.0,57.0,0.0,0.0,30.0,0.0,0.0,0.0,47.0,0.0,0.0,207,0.0,207.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,324,49,48,1396.0,0.0,0.0,67.0,8.0,0.0,61,61,324,49,384,3966,50662,31.0,3113404.0
203,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA,Pública Federal,Universidade,2018,8640,40,3328,241,0,136746.0,Rondônia,Porto Velho,1.0,MEDICINA,1,05/08/2002,,0.0,,27,168,0,0,0.0,41,0,1,4,0,0,0.0,72,57.0,5.0,67.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,9.0,6.0,0.0,0.0,9.0,6.0,0.0,241,23,33,3328.0,0.0,0.0,40.0,0.0,0.0,41,40,241,23,15587,699,51699,11.0,1100205.0
204,FACULDADES INTEGRADAS APARÍCIO CARVALHO,FIMCA,"SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA",Privada sem fins lucrativos,Faculdade,2018,9960,80,934,472,0,658249.0,Rondônia,Porto Velho,1.0,MEDICINA,0,08/09/2004,,0.0,,388,22,0,0,0.0,55,0,4,3,0,0,0.0,1,0.0,0.0,0.0,0.0,1.0,216.0,205.0,0.0,0.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,212,3.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,472,86,79,934.0,0.0,0.0,80.0,0.0,0.0,80,79,472,86,757,1087,72675,11.0,1100205.0
205,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,CENTRO DE ENSINO SAO LUCAS LTDA,Privada com fins lucrativos,Centro Universitário,2018,7860,387,1021,920,1,658461.0,Rondônia,Porto Velho,1.0,MEDICINA,0,08/07/2005,,0.0,,550,189,0,49,0.0,132,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,494.0,394.0,0.0,0.0,5.0,8.0,0.0,34.0,44.0,0.0,2.0,40.0,0.0,0.0,486,0.0,454.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,920,118,272,900.0,121.0,0.0,268.0,119.0,0.0,316,234,920,118,938,1414,85652,11.0,1100205.0
206,UNIVERSIDADE FEDERAL DO ACRE,UFAC,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,Pública Federal,Universidade,2018,8655,96,18350,432,0,25090.0,Acre,Rio Branco,1.0,MEDICINA,1,29/11/2001,,0.0,,1,322,0,0,0.0,89,0,14,6,0,0,0.0,20,14.0,4.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,0.0,88.0,182.0,21.0,0.0,88.0,182.0,21.0,7.0,432,35,89,17643.0,707.0,0.0,80.0,16.0,0.0,104,80,432,35,381,549,53338,12.0,1200401.0
207,CENTRO UNIVERSITÁRIO UNINORTE,,UNIAO EDUCACIONAL DO NORTE LTDA,Privada com fins lucrativos,Centro Universitário,2018,7480,221,446,335,0,658996.0,Acre,Rio Branco,1.0,MEDICINA,0,10/11/2014,,0.0,,152,72,0,0,0.0,111,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,222.0,98.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,0.0,103.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,0,175,342.0,104.0,0.0,90.0,131.0,0.0,221,90,335,0,1404,2132,1193275,12.0,1200401.0
208,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,UNIVERSIDADE FEDERAL DO CARIRI-UFCA,Pública Federal,Universidade,2018,9080,82,5431,513,0,1067742.0,Ceará,Barbalha,0.0,MEDICINA,1,01/03/2001,,0.0,,1,477,0,0,0.0,12,0,0,0,23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0.0,122.0,56.0,19.0,0.0,35.0,56.0,16.0,0.0,513,66,90,5393.0,38.0,0.0,80.0,2.0,0.0,91,80,513,66,16116,18759,54494,23.0,2301901.0
209,CENTRO UNIVERSITÁRIO UNIRG,UNIRG,FUNDACAO UNIRG,Pública Municipal,Centro Universitário,2018,7515,145,7718,788,0,1050119.0,Tocantins,Gurupi,0.0,MEDICINA,0,01/08/2002,,1.0,1.6,642,23,0,0,0.0,106,0,5,12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.0,0.0,90.0,5.0,0.0,0.0,0.0,4.0,0.0,788,103,139,6811.0,907.0,0.0,120.0,25.0,0.0,140,114,788,103,506,750,57852,17.0,1709500.0
210,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,Pública Estadual,Universidade,2018,9740,34,7039,185,0,32401.0,Bahia,Feira de Santana,0.0,MEDICINA,1,14/07/2003,,0.0,,181,0,0,2,0.0,0,0,1,1,0,0,0.0,66,3.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0.0,11.0,17.0,44.0,0.0,11.0,17.0,44.0,0.0,185,26,30,7039.0,0.0,0.0,32.0,2.0,0.0,30,29,185,26,438,666,64706,29.0,2910800.0
211,UNIVERSIDADE BRASIL,,UNIVERSIDADE BRASIL,Privada sem fins lucrativos,Universidade,2018,9040,559,1407,1323,0,2457.0,São Paulo,Fernandópolis,0.0,MEDICINA,0,25/08/2003,,0.0,,933,1,0,0,0.0,350,40,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,300.0,288.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,87,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323,70,717,1053.0,354.0,0.0,205.0,354.0,0.0,724,370,1323,70,16878,319,65114,35.0,3515509.0
